10180,"Abilene, TX (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,30075,30758,32036,32701,32603,33978,34883,35663,33920,34004,33964,35406,37550,39776,39631,38385
10420,"Akron, OH (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,38854,39974,40430,42078,42468,42081,42272,42633,40667,41138,40777,40687,41654,43750,46022,48195
10500,"Albany, GA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,31862,31996,32927,33473,34130,32657,31885,31376,31848,31036,30332,30578,30902,30005,29235,29073
10540,"Albany, OR (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,29267,30212,29142,31205,30563,31331,29552,28153,27756,27049,27368,28171,27930,27520,28111,29328
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,48101,47603,48557,49246,49245,49549,48662,48504,49279,49716,49028,49548,49823,50149,51328,51755
10740,"Albuquerque, NM (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,41925,41342,44033,47694,46659,45672,43993,44058,43060,42388,41522,41512,39589,40733,41638,42265
10780,"Alexandria, LA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,30228,31901,31366,31836,33624,33470,33803,33120,33141,33422,33334,33073,32592,32548,32437,34664
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,42179,42954,40775,40305,42054,42036,41590,40947,39121,39436,39217,39251,40550,43595,44739,45589
11020,"Altoona, PA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,32677,32989,34067,34418,35206,35502,35191,34670,34916,35615,35816,35651,36261,36868,37712,37742
11100,"Amarillo, TX (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,34939,35853,36551,36799,36656,37902,38608,40875,41837,43006,42746,42840,43177,44005,44963,45212
11180,"Ames, IA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,39782,38835,39441,40484,41017,42288,42563,45972,41445,41358,41966,45369,43800,43789,44668,44881
11260,"Anchorage, AK (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,57107,59129,58600,60769,62476,63228,65474,66185,71284,68536,68565,71254,67386,64771,66071,62521
11460,"Ann Arbor, MI (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,57440,59788,60127,58784,59236,58696,59581,58384,54193,55773,54791,54328,54069,52063,53678,53489
11500,"Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,31080,30004,30795,32678,33175,32903,33965,33881,31817,32472,31700,31005,29659,29410,29195,29659
11540,"Appleton, WI (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,44425,44280,45482,46538,46650,46174,46671,44680,43607,43902,44586,44824,43853,44841,46044,46747
11700,"Asheville, NC (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,32695,33317,33896,34887,35586,36108,34572,34173,32511,33243,32854,32536,32733,33695,34531,35147
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,35828,35573,35857,35811,37204,36668,36651,36230,35519,35027,34542,34601,34256,34853,36065,36850
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,57356,56423,56317,56654,57646,57101,57367,54850,51437,50894,51106,51088,52292,53495,54178,55300
12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,46112,46699,48476,51095,52832,53546,50529,48917,45194,45528,44369,43798,43283,42364,40910,41023
12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,24731,25298,26057,28331,28453,29104,28513,28691,26534,26806,26936,26882,26809,27391,27607,28577
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,35463,34965,35788,36485,36361,35488,34948,34854,34572,35158,34942,34750,34066,34191,34347,34297
12420,"Austin-Round Rock, TX (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,47159,46373,47291,48659,50503,52823,52468,51475,48936,50607,52455,53967,55714,57392,60014,61183
12540,"Bakersfield, CA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,32234,34286,33454,33791,34440,35398,35719,34691,36071,36499,35575,37512,37525,38535,38179,37277
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,48696,49550,50173,51882,54012,54817,55395,55295,54736,55599,56355,56460,56611,57028,57515,58789
12620,"Bangor, ME (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,35112,35700,34945,35963,36194,35987,35318,34854,34622,33738,33363,33552,33130,33071,33754,34371
12700,"Barnstable Town, MA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,41508,42841,44567,44992,44641,43483,41887,41419,41610,42466,43575,45373,43544,43508,44655,45909
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,44960,47795,51488,54789,60842,54918,52389,52545,51480,54168,54420,54574,50667,52117,51937,52057
12980,"Battle Creek, MI (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,35359,38101,38204,38389,39019,38263,37705,37970,36275,39000,37887,38326,39275,38433,38858,38991
13020,"Bay City, MI (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,27680,28765,29032,28460,28353,29213,28586,27720,27414,27977,27741,27931,27832,26852,27299,27394
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,38567,39680,41762,47698,43326,45152,47748,43259,46477,49020,44861,46382,47873,48409,50190,50577
13220,"Beckley, WV (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,29285,29155,27516,28144,29397,30054,28417,29890,28200,30260,34861,32190,31534,31462,30428,29643
13380,"Bellingham, WA (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,36195,38405,40099,40806,48637,42514,41797,41071,44276,45545,40397,39352,41081,38498,39584,39387
13460,"Bend-Redmond, OR (Metropolitan Statistical Area)",,1000,Per capita real GDP by metropolitan area,1,...,All industry total,42721,44172,44483,43151,44214,45661,43180,40226,36674,36280,37328,38266,39214,41145,43523,45386
